569,38.7,14224.9,1349.3,15631.3,49.9,14753.1,1206.9,16029.0,26.4,12678.9,906.8,13504.6,
570,43.2,13929.8,1599.1,15607.8,57.3,14479.3,1399.7,15951.8,46.7,12455.7,1051.3,13434.7,
571,44.2,13615.0,2042.1,15697.9,31.9,14109.2,1824.3,16037.6,47.6,12156.3,1304.0,13406.9,
572,45.2,13300.2,2485.1,15787.9,6.5,13739.0,2248.9,16123.3,48.5,11856.9,1556.7,13379.1,
573,23.3,12952.8,3149.0,16123.3,0.8,13394.6,2833.6,16319.8,46.3,11499.2,1998.6,13510.4,
574,-2.8,12599.3,3853.4,16503.7,-1.2,13054.8,3447.8,16536.8,43.4,11130.8,2475.2,13670.9,
575,19.5,12201.1,4759.9,17021.4,19.0,12676.9,4234.9,16904.5,49.4,10792.4,3038.4,13907.1,
576,74.2,11772.7,5801.9,17631.1,54.0,12273.3,5138.0,17373.4,61.4,10474.1,3659.9,14194.0,
577,98.6,11383.4,6910.4,18370.0,78.9,11862.4,6118.9,17940.7,62.6,10143.4,4341.9,14535.9,
578,68.5,11064.3,8138.1,19340.6,85.6,11438.7,7239.3,18684.9,44.6,9790.1,5132.5,14976.6,
579,39.6,10722.0,9382.4,20287.2,87.1,11008.1,8362.0,19428.1,29.3,9433.4,5923.3,15418.6,
580,19.3,10215.3,10745.4,21062.9,52.1,10529.1,9500.7,20164.7,33.4,9052.1,6715.6,15870.4,
581,-1.1,9708.5,12108.3,21838.5,17.1,10050.0,10639.4,20901.3,37.5,8670.9,7507.9,16322.3,
582,15.1,9243.1,13310.8,22639.7,39.7,9600.5,11733.0,21550.3,52.3,8268.8,8304.0,16685.4,
583,35.5,8782.7,14494.2,23444.0,69.2,9154.5,12821.2,22188.9,68.3,7864.4,9100.5,17038.0,
584,43.7,8359.7,15672.0,24241.3,64.6,8722.9,13853.1,22776.8,81.3,7482.3,9832.0,17401.4,
585,46.0,7955.2,16847.0,25035.2,43.2,8298.4,14857.4,23339.8,92.9,7111.3,10531.7,17770.1,
586,45.6,7574.8,17930.6,25693.2,53.4,7887.9,15824.1,23840.6,83.4,6744.2,11172.9,18094.2,
587,42.1,7223.5,18903.7,26187.3,101.5,7494.6,16745.4,24266.1,48.6,6381.8,11743.7,18364.4,
588,42.4,6860.1,19804.2,26621.0,132.5,7088.3,17593.1,24625.0,24.4,6018.2,12278.3,18578.8,
589,54.7,6458.9,20477.0,26865.4,110.0,6641.3,18209.7,24774.8,33.9,5651.0,12699.6,18618.1,
590,65.9,6056.7,21149.8,27114.3,87.8,6198.5,18823.7,24929.8,43.4,5287.0,13123.6,18660.1,
591,47.3,5630.9,21826.3,27485.9,72.7,5870.5,19366.5,25222.6,54.2,5010.7,13620.9,18772.9,
592,28.7,5205.1,22502.8,27857.5,57.5,5542.5,19909.4,25515.4,65.0,4734.3,14118.2,18885.6,
593,14.3,4859.9,23104.5,28049.5,44.9,5161.4,20400.2,25687.4,60.9,4405.8,14478.4,18905.1,
594,0.7,4530.5,23691.5,28206.5,32.8,4769.8,20880.9,25835.7,53.9,4067.0,14811.8,18906.4,
595,28.1,4225.6,24134.4,28349.5,25.1,4398.0,21300.1,25906.7,40.6,3730.6,15080.3,18902.7,
596,78.3,3934.3,24497.1,28484.8,19.9,4037.1,21685.2,25934.6,23.8,3395.7,15312.5,18896.3,
597,99.2,3648.9,24916.8,28656.9,26.6,3704.7,22096.4,26013.4,16.9,3113.4,15597.8,18932.2,
598,85.1,3370.6,25405.1,28873.2,47.6,3406.4,22539.0,26153.0,21.8,2894.0,15946.6,19018.8,
599,68.3,3088.1,25845.8,29026.0,65.2,3114.9,22918.8,26230.8,26.2,2672.3,16241.7,19060.9,
