ColorCompass Spectrum data( MFA Model)
device,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,
date,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,
time,17:33:54,17:34:01,17:34:04,17:34:08,17:34:11,17:34:15,17:34:19,17:34:23,17:34:26,17:34:30,17:34:34,17:34:38,17:34:44,17:34:48,17:34:52,17:34:56,17:35:01,17:35:05,17:35:27,17:35:39,
775,333.5,206.6,209.3,222.0,299.0,397.6,343.9,321.0,334.3,429.4,196.2,306.7,463.5,361.4,531.5,352.4,421.0,478.1,431.4,445.2,
776,315.7,241.3,384.1,345.9,343.3,328.4,332.3,398.8,462.1,435.3,113.2,293.7,259.7,371.5,458.5,393.3,442.8,512.8,567.1,421.2,
777,255.8,346.8,383.8,364.0,228.0,304.4,342.4,410.1,246.1,349.9,214.5,319.3,231.3,336.0,393.5,415.1,436.4,499.7,488.6,511.5,
778,328.3,387.5,354.7,338.0,277.3,325.9,377.1,426.1,260.7,380.4,341.3,367.0,270.3,364.5,456.2,407.3,393.4,469.9,475.2,530.0,
779,510.1,374.6,301.7,275.6,462.3,385.1,432.3,446.0,465.7,506.6,489.3,433.1,365.1,445.9,624.2,375.2,320.1,426.1,515.5,489.2,
780,322.9,314.6,297.0,362.3,344.4,272.6,311.0,424.6,293.7,371.7,410.0,316.1,327.6,390.2,466.6,284.2,341.0,280.7,223.6,432.5,
781,233.8,266.2,314.0,411.7,298.8,232.2,267.1,361.4,242.1,295.9,312.6,261.4,272.4,353.4,396.0,217.1,399.7,294.2,154.4,438.1,
782,310.0,237.5,361.8,397.7,376.5,308.8,348.1,237.2,389.8,321.4,198.4,309.5,196.6,351.5,472.0,188.7,511.4,552.5,437.0,538.3,
783,265.0,204.2,205.1,347.7,391.9,251.3,406.7,241.0,352.8,235.8,207.3,341.4,247.3,383.8,424.3,229.0,421.5,487.7,464.1,525.4,
784,209.9,189.7,90.6,309.7,389.4,204.9,421.6,249.0,251.1,215.0,243.5,351.8,292.2,420.6,387.7,282.4,301.9,361.2,429.2,496.0,
785,192.2,227.6,197.5,322.7,372.4,259.5,332.7,199.9,75.8,425.6,286.2,313.6,254.3,450.9,446.5,333.6,211.0,243.1,365.7,482.8,
786,246.5,196.8,323.7,346.8,483.0,340.9,305.6,208.2,196.6,425.2,368.8,352.8,359.9,466.3,446.3,396.3,314.8,357.4,395.4,539.9,
787,331.7,168.4,416.7,376.0,587.7,407.0,330.3,241.0,393.9,370.8,444.8,417.1,489.5,466.4,430.3,435.3,442.7,513.6,455.5,610.7,
788,430.7,280.3,314.1,409.0,425.2,350.0,487.7,283.3,404.4,451.1,414.1,457.3,465.6,420.8,448.7,338.8,322.9,436.6,486.9,616.7,
789,417.5,295.1,326.1,459.6,331.6,349.2,387.0,213.5,348.7,415.4,396.7,453.6,443.0,348.8,438.2,293.0,302.0,382.0,532.3,547.0,
790,338.2,268.5,400.9,502.5,286.3,379.4,171.9,101.2,268.0,325.5,384.2,425.7,422.0,292.0,414.6,283.5,341.3,339.9,582.1,444.8,
791,254.3,387.1,435.3,373.3,316.5,392.6,303.5,208.8,315.9,364.5,342.9,411.1,408.2,525.9,429.1,336.9,401.9,294.2,597.0,453.6,
792,283.7,346.7,440.5,302.5,336.9,386.8,335.2,260.3,416.2,351.7,270.4,341.1,371.9,538.1,441.9,348.5,439.9,337.1,534.6,587.1,
793,392.0,198.2,420.5,274.5,352.5,365.1,291.7,273.3,543.8,302.0,181.4,231.3,318.2,391.9,457.8,330.4,458.7,445.1,417.6,798.2,
794,320.5,364.8,336.1,201.2,424.2,311.8,281.7,389.9,381.8,318.2,262.8,180.8,263.6,505.9,570.4,362.3,437.2,491.3,405.1,599.1,
795,277.4,435.3,374.8,164.1,468.3,223.9,342.0,374.6,351.9,446.9,363.8,287.3,339.8,561.7,614.3,363.3,426.4,495.8,392.0,533.1,
796,261.3,417.3,521.0,162.4,485.4,107.9,463.9,243.5,440.7,672.1,479.7,530.0,531.8,564.7,596.6,334.5,424.3,462.8,379.5,589.8,
797,330.5,293.1,363.3,361.5,333.1,253.6,433.9,397.5,447.6,484.2,374.0,313.8,513.2,547.3,614.7,180.7,354.7,452.4,466.8,787.5,
798,408.6,268.8,344.1,450.3,340.8,365.0,455.5,455.4,470.1,472.4,417.5,319.5,489.5,499.1,645.6,301.6,362.1,478.3,551.2,867.2,
799,494.6,340.7,457.7,431.4,501.6,441.1,526.8,419.7,507.0,629.8,602.7,538.5,459.5,420.1,687.1,684.9,442.9,539.6,631.7,831.3,
800,467.0,238.5,281.5,345.7,294.9,242.5,490.6,382.2,426.5,444.8,293.4,354.1,228.2,223.1,464.1,351.8,286.1,632.6,504.0,674.7,
801,374.9,239.8,183.9,254.1,252.5,134.3,376.3,310.6,419.4,429.8,95.7,241.4,171.0,161.4,349.3,173.5,154.1,571.3,407.4,620.7,
802,230.5,333.4,167.0,161.6,367.7,114.6,195.2,210.9,481.4,570.6,9.3,205.1,280.8,232.5,340.9,145.8,55.8,368.6,344.5,665.2,
803,448.7,183.2,386.6,261.3,536.8,199.3,316.3,284.2,524.1,477.0,131.5,506.2,448.0,467.6,464.6,256.4,371.0,372.5,449.8,757.9,
804,505.1,173.5,417.9,265.9,576.0,284.1,427.8,410.0,491.8,383.0,234.3,545.7,600.9,683.2,614.3,338.8,492.9,454.0,624.5,744.9,
805,415.1,293.2,311.9,215.9,516.7,374.3,517.5,572.0,411.1,306.4,321.8,393.4,730.0,870.4,783.5,409.7,465.4,599.2,839.0,670.4,
806,188.1,563.2,525.3,542.7,624.1,541.5,410.5,615.3,548.4,487.9,422.5,669.4,687.6,883.3,916.2,658.7,643.9,717.8,778.4,996.6,
807,212.4,574.7,474.9,617.3,662.8,573.6,297.7,514.5,549.5,511.8,366.8,660.4,662.9,768.7,999.9,661.3,701.2,711.5,932.5,1143.6,
808,395.0,418.1,285.1,527.7,640.7,506.5,198.4,346.6,483.0,438.5,233.7,451.4,659.6,587.4,1035.2,497.1,677.6,626.6,1194.8,1168.9,
809,483.4,323.1,378.2,495.6,523.8,393.0,216.9,394.2,592.9,439.4,303.5,209.0,718.2,545.3,970.3,345.5,666.4,589.1,1191.4,1201.7,
810,441.8,235.5,372.3,459.8,422.9,307.3,273.5,405.4,569.9,486.0,358.6,219.0,617.2,700.9,891.3,320.8,509.0,687.6,1056.6,1090.3,
811,373.4,273.4,355.7,441.7,349.8,276.2,356.4,427.2,510.0,545.6,346.9,388.8,505.9,889.6,883.8,371.1,406.6,844.1,936.4,1017.4,
812,443.6,758.6,480.2,495.8,349.7,395.3,466.2,554.9,556.5,568.8,117.1,685.6,648.3,839.5,1163.8,465.9,772.9,965.0,1109.5,1348.3,
813,430.1,679.8,591.2,629.0,373.1,575.9,677.3,744.6,721.2,622.7,374.9,648.9,751.2,1192.5,1239.5,557.1,814.4,949.4,1297.2,1622.2,
814,432.8,503.7,633.9,697.9,365.7,650.4,759.8,826.2,777.7,675.5,558.3,592.1,775.8,1423.6,1270.8,601.1,783.5,933.7,1456.7,1833.9,
815,523.4,486.0,542.3,581.0,278.9,462.7,507.0,641.5,531.2,706.4,271.9,707.6,661.4,1139.8,1340.2,548.7,809.5,1005.4,1547.7,1951.8,
816,355.9,581.2,356.5,632.7,479.5,350.3,346.1,626.3,532.7,813.7,535.8,762.2,1015.4,1441.2,1476.8,331.5,890.1,1253.6,1654.5,2213.0,
817,371.0,646.9,441.7,687.7,672.3,427.7,474.8,642.5,665.6,973.9,701.2,801.4,1315.6,1727.4,1702.7,374.5,1004.2,1395.7,1922.9,2657.1,
818,631.4,654.0,850.3,714.0,795.9,710.1,915.6,671.4,909.4,1176.8,662.2,829.4,1471.8,1897.3,2018.1,740.8,1142.4,1385.8,2378.3,3275.7,
819,349.7,472.7,599.5,517.3,385.4,559.1,535.1,750.6,840.1,1046.1,631.5,772.3,1411.6,1836.4,2063.0,529.4,1011.8,1499.3,2633.4,3044.2,
820,482.2,494.1,399.4,455.2,376.1,559.9,415.3,815.1,742.2,954.5,655.3,950.1,1465.1,1941.6,2353.1,541.2,1197.3,1719.1,2576.9,3125.1,
821,783.4,603.9,265.4,547.1,595.0,622.4,494.0,841.7,673.6,932.6,645.0,1200.3,1576.5,2087.2,2688.0,656.7,1511.8,1967.1,2425.8,3378.7,
822,659.3,530.3,271.7,920.9,676.8,528.3,695.9,748.7,808.9,1097.5,339.1,1110.2,1621.2,1946.3,2536.7,596.6,1503.2,2042.6,2731.6,3503.3,
823,664.5,586.7,456.6,598.9,480.8,524.4,637.4,823.0,882.3,989.8,547.0,1131.2,1579.8,1950.9,2578.9,529.6,1357.9,2077.2,2653.6,3470.9,
824,623.1,592.6,624.6,286.6,333.3,423.1,466.4,811.9,791.3,901.4,595.2,1125.5,1566.5,1872.6,2517.5,498.6,1181.0,1971.6,2457.9,3375.6,
825,444.0,454.1,681.4,314.5,395.4,118.0,230.1,581.0,456.5,972.4,139.2,1023.9,1640.1,1588.8,2194.5,530.8,1015.4,1652.5,2246.0,3249.5,
826,373.2,140.4,447.4,75.5,157.2,222.3,82.9,432.6,586.9,724.4,100.5,657.0,1098.3,1906.4,2217.6,161.4,846.2,1698.6,2251.8,3422.5,
827,392.6,374.9,437.6,307.8,292.6,503.3,201.9,578.1,772.6,663.4,405.0,878.1,1244.9,2044.7,2585.7,201.5,939.1,1756.2,2521.4,3518.2,
828,511.6,838.6,514.7,723.9,614.7,797.4,536.9,854.6,973.5,786.6,812.7,1378.8,1767.7,2075.0,3011.5,532.3,1239.2,1854.5,2909.0,3577.7,
829,783.8,615.0,266.4,486.0,582.2,649.5,984.4,809.5,1105.9,1096.7,659.4,1277.5,1765.9,2232.1,2678.1,826.2,1621.3,2113.2,3018.5,3736.8,
830,690.8,389.6,374.9,405.5,531.3,499.1,707.8,632.2,724.3,1090.3,544.0,992.3,1364.6,1893.3,2368.9,721.5,1402.0,1887.0,2924.0,3507.4,
831,531.4,243.8,460.1,437.1,549.7,558.9,599.0,683.8,560.7,960.6,589.0,951.9,1276.5,1836.6,2443.9,626.0,1148.6,1811.7,2859.2,3488.8,
832,414.5,216.7,416.4,573.5,649.9,848.3,898.3,1039.0,830.5,794.1,805.6,1256.7,1686.7,2265.8,2956.8,666.4,1055.2,2070.4,2882.0,3849.0,
833,576.2,407.5,536.2,804.9,518.0,407.2,673.3,816.0,948.8,1069.1,597.6,1064.4,1556.5,2140.1,2554.7,738.3,1284.7,2140.4,2687.9,3948.3,
834,646.3,553.5,675.2,704.2,401.3,497.7,803.2,733.1,901.3,1008.1,364.4,1034.6,1591.2,2002.3,2611.6,663.7,1237.2,2083.7,2809.6,3930.9,
835,605.8,649.5,751.1,625.6,384.7,712.8,925.0,764.7,864.6,869.1,314.5,1106.3,1637.5,2011.0,2724.2,631.4,1197.9,1957.7,2883.9,3846.8,
836,423.2,684.5,680.8,893.1,558.0,699.3,708.4,902.3,1000.5,875.9,661.2,1236.9,1557.3,2329.6,2533.6,818.4,1427.0,1805.7,2574.8,3733.0,
837,507.8,485.5,482.0,630.1,402.5,808.2,675.1,898.9,1048.5,1002.7,651.0,1086.8,1410.3,2099.4,2366.0,593.9,1389.8,1969.0,2635.1,3344.9,
838,516.4,497.2,550.9,611.1,434.9,743.7,764.1,888.8,1105.6,987.0,697.7,884.4,1422.1,2106.0,2337.2,422.9,1165.5,1854.4,2776.0,3340.5,
839,513.4,625.7,710.4,788.5,559.2,646.6,897.6,885.8,1103.8,987.6,805.7,764.6,1609.1,2268.0,2461.5,401.8,1045.6,1662.2,2996.8,3489.3,
840,617.4,707.7,664.1,1064.0,603.7,754.9,957.2,906.1,924.0,1272.9,966.7,939.4,2000.8,2429.3,2768.7,674.9,1502.6,1737.1,3316.4,3401.8,
841,581.2,634.6,496.6,908.4,982.8,843.6,942.1,933.5,700.3,1227.8,992.9,1029.5,1853.7,2455.3,2687.7,708.6,1279.9,2067.1,2766.0,3782.6,
842,626.7,545.6,635.0,739.7,1004.3,796.7,925.7,936.2,881.5,1093.6,811.9,1239.5,1806.9,2367.8,2578.9,564.4,1234.8,2036.9,2585.0,3726.4,
843,726.1,558.2,846.7,582.3,849.4,601.0,913.7,952.8,1193.9,1053.7,592.9,1458.6,1814.2,2253.6,2586.0,472.7,1367.7,1962.6,2798.9,3518.3,
844,796.2,871.5,641.3,417.5,950.7,243.6,905.6,1060.0,1071.7,1411.4,656.2,1452.9,1695.0,2268.2,2922.0,849.5,1555.0,2517.3,3279.3,3814.7,
845,684.2,1066.0,785.6,632.8,908.5,851.0,995.7,1372.6,1341.1,1207.2,712.9,1591.0,1745.5,2250.6,3191.6,1025.0,1545.9,2512.5,2953.0,4209.5,
846,444.9,1041.9,580.6,567.3,571.4,885.6,865.7,1265.6,1216.1,930.8,770.3,1501.4,1860.3,2130.0,3026.5,974.9,1436.3,2277.2,2859.4,4097.4,
847,263.2,967.0,434.6,409.5,334.8,858.5,608.3,1000.9,1043.2,947.6,812.8,1391.3,1943.1,2179.6,2911.4,793.5,1427.8,2150.0,3126.3,3877.9,
848,405.0,1101.3,1033.7,517.9,799.0,1709.5,399.8,1041.7,1429.1,1735.1,816.6,1611.3,1864.9,2809.3,3605.9,624.8,1805.4,2590.0,3814.1,4215.0,
849,1106.3,1103.5,976.9,928.9,1488.2,1171.4,1455.2,1600.2,1543.0,2127.6,1397.8,1801.2,2754.5,2974.6,3895.1,966.4,1916.5,3099.6,4152.5,5703.2,
850,833.8,783.9,869.9,789.6,936.7,465.8,1191.0,1217.2,1509.5,1366.4,1090.3,1539.7,2656.2,2833.6,3347.0,1028.7,1678.7,3007.5,3801.0,5215.6,
