ColorCompass Spectrum data( MFA Model)
device,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,
date,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,
time,23:46:38,23:46:40,23:46:45,23:46:50,23:46:55,23:47:02,23:47:06,23:47:11,23:47:16,23:47:21,23:47:31,23:47:34,23:47:39,23:47:44,23:47:49,23:48:01,23:48:04,23:48:09,23:48:14,23:48:19,
610,-93.3,57.8,146.6,228.4,263.4,-60.1,803.9,1652.2,2504.1,5049.0,-41.3,4711.3,9147.4,13371.6,16690.4,-29.2,6464.2,12730.8,18819.4,24243.2,
611,-73.7,61.4,158.2,246.0,304.6,-81.0,860.7,1790.7,2695.5,5498.0,-54.5,5147.5,10019.7,14662.0,18279.2,-48.6,7004.9,13845.7,20466.7,26440.0,
612,-58.0,72.7,175.3,264.6,342.1,-90.6,920.5,1929.0,2886.2,5922.7,-53.9,5573.6,10861.0,15878.7,19784.5,-59.3,7547.4,14927.0,22053.2,28530.0,
613,-51.3,101.9,204.6,285.1,371.3,-74.3,986.8,2067.2,3075.4,6292.2,-22.1,5976.9,11632.1,16928.3,21100.9,-49.8,8094.0,15932.3,23502.2,30377.9,
614,-44.9,127.1,231.1,309.2,401.9,-60.4,1054.2,2200.7,3265.5,6649.9,1.6,6370.1,12387.2,17977.8,22406.0,-42.1,8628.6,16925.4,24942.6,32199.2,
615,-39.9,132.7,243.9,351.3,439.7,-58.5,1126.7,2310.8,3460.6,6948.6,-16.1,6712.4,13062.3,19027.2,23655.1,-42.7,9103.5,17857.2,26340.3,33887.3,
616,-35.0,138.2,255.8,391.7,476.9,-56.6,1198.2,2419.4,3653.8,7246.0,-33.2,7053.6,13732.2,20065.1,24895.3,-43.0,9574.6,18779.5,27724.4,35564.0,
617,-32.4,138.1,238.2,384.9,497.4,-53.8,1239.8,2482.0,3790.1,7501.8,-33.4,7359.1,14246.9,20763.6,25873.1,-34.5,9934.2,19414.6,28701.5,36899.1,
618,-29.8,138.0,220.7,378.1,518.0,-51.0,1281.5,2544.7,3926.4,7757.6,-33.7,7664.7,14761.6,21462.1,26850.8,-26.1,10293.7,20049.8,29678.7,38234.2,
619,-62.5,112.3,241.5,372.2,498.0,-72.6,1252.2,2577.9,3952.8,7875.9,-66.5,7766.8,15048.4,21847.7,27342.1,-28.4,10457.5,20414.4,30149.6,38848.6,
620,-98.9,84.0,266.3,366.4,473.8,-96.9,1215.4,2608.0,3967.6,7979.6,-102.8,7847.4,15311.2,22200.3,27782.2,-31.8,10600.7,20750.5,30567.1,39387.0,
621,-122.6,80.4,257.7,345.8,452.1,-112.5,1227.4,2610.4,3965.1,8006.3,-117.8,7872.5,15422.1,22299.6,27921.3,-82.6,10619.5,20911.9,30770.0,39590.9,
622,-142.7,83.6,239.9,321.1,431.1,-125.8,1252.9,2605.3,3957.8,8011.6,-127.0,7882.2,15490.8,22328.7,27976.9,-146.6,10603.9,21025.0,30913.4,39702.0,
623,-112.0,105.1,257.7,340.8,454.7,-117.3,1277.1,2602.9,3925.7,7976.4,-105.3,7846.6,15404.3,22200.5,27777.5,-133.9,10567.8,20840.9,30710.2,39450.9,
624,-55.9,135.7,293.4,382.7,500.6,-98.0,1300.7,2602.0,3881.2,7921.1,-68.3,7788.5,15240.4,21994.0,27451.0,-82.9,10521.5,20508.8,30334.3,39019.3,
625,-46.6,138.8,291.4,379.4,479.8,-102.0,1280.4,2568.4,3819.5,7772.4,-46.7,7655.7,14951.5,21579.1,26923.9,-74.7,10353.5,20085.6,29735.5,38305.5,
626,-74.5,120.0,259.5,340.2,406.4,-124.5,1225.2,2508.9,3744.1,7549.8,-37.4,7463.7,14563.6,20999.3,26237.8,-100.4,10089.1,19590.2,28960.3,37368.2,
627,-78.4,122.0,245.3,321.7,388.1,-123.4,1185.2,2441.1,3663.8,7337.6,-31.6,7249.0,14155.1,20366.6,25476.0,-101.9,9788.0,19038.0,28126.9,36302.2,
628,-53.4,148.9,252.1,328.0,435.9,-93.9,1163.3,2363.1,3577.7,7137.7,-29.8,7006.7,13721.8,19670.7,24623.3,-74.3,9442.9,18417.6,27223.7,35081.9,
629,-33.6,153.6,257.1,337.6,453.9,-61.9,1123.7,2281.2,3458.8,6899.7,-39.9,6758.7,13259.4,18933.5,23711.7,-48.5,9100.5,17758.4,26224.9,33774.7,
630,-23.1,118.2,258.7,353.1,418.4,-25.2,1052.0,2192.3,3281.0,6593.2,-71.4,6500.1,12744.4,18122.4,22694.4,-25.8,8763.1,17029.3,25054.3,32311.3,
631,-22.9,88.2,249.1,348.4,385.5,-10.3,991.7,2094.4,3108.2,6285.5,-92.7,6216.0,12193.5,17295.2,21656.0,-20.4,8389.7,16260.1,23873.1,30820.2,
632,-51.1,73.1,208.6,288.6,359.7,-55.2,962.6,1971.6,2949.0,5974.3,-86.4,5861.6,11543.8,16424.0,20559.5,-62.7,7917.5,15380.4,22662.4,29252.7,
633,-70.1,66.2,180.8,246.1,338.7,-81.8,932.9,1853.3,2797.0,5667.3,-76.9,5519.1,10907.4,15556.7,19464.9,-92.5,7458.8,14519.0,21458.4,27689.1,
634,-47.9,96.8,210.2,282.1,339.1,-26.2,900.6,1754.6,2676.8,5378.9,-53.1,5230.2,10331.2,14706.7,18379.1,-66.2,7061.1,13740.2,20284.7,26143.1,
635,-27.2,123.5,233.3,309.6,337.5,19.9,866.8,1654.4,2552.8,5090.2,-30.6,4944.6,9749.5,13854.0,17295.5,-40.5,6664.8,12958.2,19118.4,24598.2,
636,-19.6,116.2,202.3,263.9,319.7,-16.7,819.8,1541.6,2394.8,4798.7,-19.2,4687.0,9120.9,12976.9,16231.9,-20.5,6281.0,12148.5,18016.5,23063.0,
637,-12.3,108.7,171.4,219.3,301.3,-52.6,772.3,1430.1,2237.6,4507.0,-9.0,4427.8,8495.0,12103.3,15171.1,-2.3,5897.6,11343.3,16914.2,21533.8,
638,-14.5,92.6,142.5,208.6,266.8,-63.7,708.1,1358.6,2107.0,4209.8,-36.6,4116.4,7955.1,11345.3,14196.9,-43.4,5526.7,10675.7,15799.3,20192.3,
639,-16.7,76.6,113.5,197.9,232.4,-74.8,643.8,1287.2,1976.4,3912.5,-64.1,3805.1,7415.2,10587.2,13222.7,-84.5,5155.9,10008.1,14684.3,18850.9,
640,-16.3,73.8,107.8,152.0,232.3,-91.9,611.9,1181.9,1855.9,3647.1,-45.8,3542.6,6935.3,9857.2,12314.8,-48.9,4784.9,9316.8,13627.9,17611.8,
641,-15.9,71.6,103.0,104.8,233.5,-109.2,581.1,1075.4,1735.7,3382.8,-25.8,3281.8,6457.6,9128.3,11409.4,-10.4,4413.9,8624.6,12573.7,16376.6,
642,-57.4,52.6,79.2,110.8,205.3,-111.4,505.3,986.5,1583.3,3134.2,-43.7,3030.7,6005.8,8495.6,10616.1,-20.0,4087.1,7966.5,11703.1,15168.1,
643,-103.4,31.9,53.4,122.4,173.9,-111.9,424.6,899.5,1427.4,2887.3,-65.6,2780.5,5556.8,7873.1,9834.7,-34.7,3764.8,7311.9,10851.9,13962.5,
644,-97.4,19.4,50.6,107.2,138.9,-115.1,388.5,859.0,1319.9,2671.5,-52.4,2585.7,5169.0,7353.8,9183.0,-37.2,3505.8,6828.2,10134.5,12998.4,
645,-82.3,8.3,52.0,87.3,103.3,-118.6,360.2,826.6,1220.8,2461.2,-33.1,2400.5,4792.0,6852.6,8554.0,-37.7,3257.7,6374.5,9440.5,12076.7,
646,-57.2,4.6,38.3,79.3,81.1,-90.0,318.7,750.3,1125.2,2283.2,-45.8,2217.9,4445.6,6315.9,7921.6,-41.7,3011.9,5890.9,8761.0,11232.2,
647,-29.6,2.7,21.1,74.2,62.1,-53.5,274.0,663.2,1030.5,2113.3,-66.4,2036.0,4106.7,5770.6,7288.4,-46.7,2766.7,5400.0,8084.9,10406.5,
648,-36.4,2.9,38.9,65.0,73.4,-33.0,272.6,606.2,967.5,1969.9,-66.6,1905.2,3813.6,5388.8,6802.4,-50.0,2574.6,5051.5,7504.8,9721.8,
649,-53.9,3.8,67.7,54.6,94.1,-17.5,284.8,558.5,914.5,1834.8,-60.6,1790.4,3534.7,5058.2,6362.5,-52.8,2399.0,4747.5,6954.6,9081.2,
650,-68.3,-34.9,27.2,19.8,66.7,-48.4,250.8,509.5,805.7,1713.3,-61.8,1648.3,3312.0,4728.8,5920.8,-62.0,2223.5,4434.1,6477.6,8476.4,
651,-81.4,-88.5,-39.4,-24.3,21.2,-96.7,199.5,459.9,675.9,1596.7,-65.8,1495.9,3110.4,4399.9,5478.6,-73.6,2048.0,4117.1,6028.2,7885.0,
652,-116.1,-108.4,-94.0,-55.0,-19.9,-119.8,147.4,390.7,581.0,1482.1,-88.8,1370.2,2858.9,4075.0,5117.7,-112.2,1880.0,3809.1,5620.6,7349.4,
653,-160.1,-113.8,-143.6,-80.1,-59.0,-131.8,95.1,313.0,501.3,1368.3,-119.8,1256.0,2585.9,3751.9,4792.1,-162.6,1715.1,3504.8,5231.1,6837.8,
654,-141.6,-86.2,-132.9,-58.9,-57.2,-121.3,96.1,300.0,498.0,1282.1,-130.4,1188.4,2435.5,3523.6,4484.5,-128.7,1637.6,3302.2,4948.5,6414.5,
655,-93.1,-42.7,-93.3,-15.5,-35.9,-100.0,122.7,317.9,531.4,1209.1,-131.0,1143.1,2343.7,3340.8,4185.5,-54.4,1602.0,3148.3,4717.1,6033.4,
656,-62.4,-17.2,-51.2,16.8,-5.7,-75.3,134.1,329.8,549.6,1153.6,-96.7,1097.8,2218.5,3196.5,3980.1,-41.1,1527.3,3006.0,4476.6,5686.7,
657,-40.8,-0.9,-7.8,43.3,29.3,-49.0,137.7,338.7,560.1,1107.1,-44.3,1052.6,2076.1,3072.2,3823.1,-59.3,1432.4,2869.7,4231.5,5357.8,
658,-30.3,-2.7,-15.5,32.8,28.1,-43.8,133.6,308.6,535.0,1061.1,-38.7,1002.2,2000.6,2922.5,3655.0,-51.5,1362.3,2725.6,4008.0,5097.9,
659,-25.7,-14.3,-50.8,2.3,7.5,-50.0,125.3,257.5,490.9,1015.5,-58.2,948.9,1961.2,2759.2,3481.0,-29.9,1305.6,2577.2,3796.3,4875.0,
660,-21.9,-16.0,-45.3,-10.0,-16.6,-49.1,126.9,240.5,450.9,958.9,-77.8,884.0,1876.9,2633.1,3289.3,-21.9,1227.9,2446.4,3638.0,4647.6,
661,-18.7,-12.3,-17.5,-12.3,-42.8,-44.3,133.8,242.1,413.3,896.3,-97.5,812.7,1768.1,2527.4,3087.9,-21.3,1138.9,2325.3,3508.9,4417.9,
662,-37.6,-5.3,5.2,12.3,-23.7,-40.6,137.8,236.0,410.5,848.9,-103.8,795.4,1683.1,2437.8,2945.8,-21.4,1087.1,2230.2,3376.6,4233.7,
663,-68.5,3.6,25.1,51.5,19.7,-37.4,140.2,225.8,426.4,809.9,-102.9,807.3,1610.8,2356.8,2835.8,-21.8,1055.4,2149.1,3242.6,4074.0,
664,-106.4,-32.8,8.7,12.4,8.0,-77.6,97.8,197.5,385.1,770.1,-112.6,770.7,1537.0,2229.7,2725.0,-58.5,1019.3,2062.4,3096.6,3900.8,
665,-147.9,-92.6,-26.5,-67.1,-32.4,-140.0,32.0,160.0,314.1,730.0,-127.9,709.0,1462.3,2078.5,2613.9,-114.0,980.9,1972.7,2944.2,3720.6,
666,-125.0,-87.9,-68.6,-93.9,-38.6,-161.6,14.2,139.9,294.9,700.5,-99.0,647.0,1401.4,1989.0,2510.5,-117.3,899.2,1887.0,2799.1,3589.2,
667,-70.9,-52.1,-113.9,-95.3,-28.3,-163.4,19.5,128.4,300.8,676.2,-48.6,584.8,1347.2,1929.2,2410.8,-95.3,796.5,1803.2,2657.4,3481.5,
668,-68.8,-49.0,-87.5,-71.6,-34.5,-132.8,36.9,131.7,294.9,640.6,-54.4,589.4,1287.0,1876.0,2345.4,-71.7,752.8,1749.9,2548.4,3375.4,
669,-89.4,-60.3,-29.9,-37.1,-47.8,-88.2,59.6,141.6,283.8,600.1,-84.7,623.2,1224.2,1825.7,2295.0,-47.4,734.8,1709.9,2453.6,3270.0,
670,-98.0,-54.2,-64.6,-60.9,-38.0,-87.2,23.6,108.0,243.9,571.3,-80.6,611.9,1162.2,1737.4,2206.3,-72.8,731.0,1658.1,2383.5,3181.6,
671,-102.0,-41.6,-134.5,-106.9,-19.3,-102.9,-34.7,57.8,193.0,547.0,-63.3,583.6,1100.4,1634.6,2103.1,-117.2,732.7,1601.7,2322.6,3099.7,
672,-78.3,-35.6,-112.6,-90.4,-17.0,-93.6,-5.0,85.6,214.5,526.4,-50.3,559.8,1080.3,1625.0,2029.1,-93.8,752.6,1546.8,2289.7,2978.3,
673,-45.8,-31.8,-61.6,-54.0,-19.8,-76.3,52.5,138.2,259.0,507.0,-38.5,537.4,1073.5,1645.0,1964.5,-48.9,778.4,1492.5,2265.6,2844.3,
674,-63.6,-54.4,-84.2,-60.3,-50.8,-73.5,46.6,121.9,202.7,471.5,-89.2,533.0,1010.5,1588.5,1883.5,-78.9,688.1,1402.1,2151.4,2747.7,
675,-93.9,-83.6,-125.2,-77.3,-89.0,-74.3,24.9,88.4,121.1,432.1,-155.5,533.1,933.4,1513.0,1798.3,-127.6,568.8,1302.7,2014.6,2660.3,
676,-112.7,-82.3,-115.0,-101.2,-96.8,-94.5,12.5,86.1,146.6,464.3,-101.1,488.1,933.1,1394.4,1728.0,-88.7,573.8,1286.8,1963.4,2584.9,
677,-129.3,-75.6,-95.6,-126.4,-99.2,-118.2,1.9,89.4,191.4,509.4,-24.9,435.0,946.7,1268.1,1660.4,-34.1,601.2,1286.0,1927.6,2511.6,
678,-94.7,-77.6,-63.8,-120.1,-77.7,-99.3,-0.5,107.8,168.0,511.1,-66.7,368.1,925.9,1270.9,1648.4,-100.6,588.1,1228.5,1862.2,2410.9,
679,-54.5,-80.6,-30.8,-110.4,-53.6,-75.8,-1.9,127.9,137.2,508.1,-121.4,299.7,901.4,1287.9,1642.6,-180.5,570.5,1164.8,1793.5,2307.1,
680,-39.0,-33.2,-27.1,-78.5,-20.1,-62.3,26.2,156.4,164.7,498.3,-65.6,419.6,874.9,1280.2,1599.7,-110.5,579.5,1169.2,1769.0,2263.7,
681,-25.5,13.0,-25.7,-46.9,11.2,-50.0,52.9,182.5,192.7,486.6,-7.8,541.3,847.8,1268.4,1553.5,-37.3,588.1,1173.7,1744.6,2220.5,
682,-43.1,-52.2,-61.8,-57.7,-47.6,-65.8,-9.5,110.7,156.3,414.0,-33.4,463.8,804.2,1149.8,1445.6,-63.1,545.7,1085.0,1661.7,2099.1,
683,-58.4,-109.7,-92.5,-68.5,-95.5,-78.5,-60.6,47.3,120.5,346.4,-54.8,392.6,763.0,1041.0,1347.1,-86.5,504.6,1005.2,1579.3,1981.6,
684,-53.3,-97.5,-76.5,-80.2,-46.3,-63.3,-11.0,58.5,90.5,323.3,-39.8,378.3,742.1,1019.6,1332.4,-87.4,475.4,1004.5,1502.2,1899.0,
685,-45.5,-82.9,-57.6,-86.2,-10.1,-62.3,29.9,66.5,76.1,308.0,-34.5,361.6,714.4,993.5,1305.0,-84.6,452.4,995.8,1433.5,1824.6,
686,-25.6,-57.1,-26.3,-66.3,-33.6,-125.5,31.4,59.9,132.4,328.5,-73.0,333.8,655.9,945.7,1219.8,-65.1,457.9,951.1,1403.3,1787.4,
687,-13.9,-35.2,-15.9,-43.6,-47.7,-147.0,28.4,58.5,161.3,351.5,-85.0,306.3,617.4,907.7,1160.9,-41.4,456.7,905.9,1365.2,1743.9,
688,-24.9,-23.9,-63.3,-13.0,-35.8,-53.2,13.0,71.5,114.2,381.2,-23.8,279.9,633.9,896.9,1174.8,-6.0,436.9,859.3,1304.8,1683.1,
689,-30.8,-24.9,-78.9,-3.7,-26.2,-3.7,1.4,72.5,89.6,379.7,-6.7,276.9,629.8,877.7,1146.8,2.5,415.7,808.7,1227.0,1616.1,
690,-27.5,-48.0,-37.4,-32.7,-20.6,-33.3,-3.3,51.8,105.1,322.3,-68.6,315.9,588.8,843.7,1043.8,-36.9,392.0,751.2,1117.9,1538.0,
691,-17.7,-62.7,-40.7,-44.7,-35.0,-55.1,-18.6,35.6,105.8,279.9,-79.7,310.0,546.8,800.1,978.4,-52.6,365.9,719.7,1061.8,1465.4,
692,-0.1,-67.4,-97.3,-36.3,-73.1,-67.5,-46.3,24.7,89.0,255.2,-30.3,250.7,503.6,745.2,957.8,-39.8,337.2,719.2,1068.9,1399.4,
693,-8.8,-58.6,-88.2,-43.4,-91.6,-81.2,-28.9,14.0,79.1,226.1,-0.4,212.3,483.4,716.4,913.3,-21.1,339.8,715.1,1013.9,1349.1,
694,-37.9,-39.1,-28.0,-62.5,-95.0,-95.9,23.8,3.5,74.5,193.4,14.2,190.0,481.2,707.9,850.1,2.1,366.9,708.3,910.7,1310.9,
695,-93.2,-39.6,-36.6,-71.4,-106.5,-95.7,15.5,9.2,72.8,186.2,-5.4,178.4,461.9,677.7,800.6,-18.2,331.3,643.1,862.1,1228.5,
696,-161.2,-49.6,-78.7,-75.2,-122.0,-88.1,-22.4,22.8,72.6,191.3,-41.6,172.0,434.3,637.1,757.8,-59.7,265.3,549.7,840.0,1124.6,
697,-197.0,-84.7,-119.3,-118.5,-89.4,-101.3,-72.3,11.5,53.5,155.5,-107.6,124.7,406.7,547.9,685.5,-143.9,220.4,457.8,782.5,1046.8,
698,-224.3,-126.2,-159.5,-172.2,-44.1,-119.8,-125.3,-6.3,29.3,108.7,-181.4,66.6,379.0,445.8,605.4,-239.4,181.1,366.4,715.6,975.9,
699,-156.3,-136.8,-120.9,-99.4,-61.7,-144.5,-104.1,-2.7,1.2,140.9,-119.7,87.5,343.0,421.1,618.8,-167.7,183.9,387.6,708.9,949.4,
700,-82.1,-141.5,-75.6,-19.7,-83.3,-165.2,-73.8,2.3,-23.5,175.8,-47.6,116.5,307.8,406.9,640.0,-82.6,190.7,420.7,705.2,928.4,
701,-63.4,-83.6,-43.0,-38.8,-69.4,-91.2,4.3,-5.6,31.7,117.3,-21.2,162.9,302.7,461.0,643.5,-38.2,202.4,483.1,647.9,938.0,
702,-41.6,-37.8,-13.2,-48.6,-50.9,-28.3,62.1,-9.0,68.1,84.3,4.2,199.2,299.9,493.7,636.8,-6.3,206.5,512.8,599.7,933.5,
703,-6.2,-45.7,3.9,-17.2,-12.5,-14.7,29.1,7.7,21.1,165.0,24.9,189.9,307.5,430.8,584.5,-30.1,176.6,397.3,592.0,866.7,
704,7.9,-51.5,12.9,3.8,1.2,-20.2,-4.7,14.6,-0.8,211.1,16.6,168.8,295.3,393.7,535.8,-44.3,152.8,321.9,580.3,806.8,
705,-21.9,-53.3,5.4,3.6,-36.1,-64.9,-40.1,1.4,28.8,186.0,-51.6,123.5,242.0,409.7,494.6,-38.9,141.6,329.1,560.4,761.1,
706,-46.9,-49.1,-21.2,-16.9,-53.0,-89.6,-56.5,-15.4,37.9,164.0,-79.8,95.2,225.2,390.9,478.7,-15.7,125.9,345.1,545.3,709.0,
707,-66.6,-38.2,-68.7,-59.6,-47.5,-92.4,-52.0,-36.2,24.3,145.2,-64.1,85.6,248.5,334.0,490.6,27.1,105.5,370.6,535.5,649.8,
708,-85.1,-81.6,-95.5,-75.7,-75.3,-106.3,-66.8,-59.2,6.0,97.7,-89.2,48.1,227.5,306.4,443.2,6.8,67.2,288.2,487.3,592.9,
709,-102.7,-156.5,-110.4,-76.5,-122.3,-126.8,-92.6,-83.5,-15.0,33.6,-137.9,-5.6,181.1,295.8,361.6,-49.9,18.6,143.4,417.0,537.4,
710,-106.8,-136.5,-115.0,-66.7,-85.1,-88.3,-79.6,-37.1,-18.5,71.4,-123.8,-21.4,179.1,309.0,322.0,-73.9,32.4,193.5,374.2,546.2,
711,-107.5,-92.4,-117.0,-54.2,-26.2,-34.9,-56.6,27.3,-17.4,135.2,-93.6,-27.4,188.4,328.2,293.1,-89.6,62.2,293.5,338.6,571.5,
712,-71.7,-78.9,-97.1,-115.3,-71.7,-91.9,-19.2,-7.0,-10.0,64.3,-90.6,19.0,171.3,265.4,315.2,-85.2,77.2,281.1,354.1,522.5,
713,-46.5,-71.0,-82.3,-166.4,-116.2,-139.6,5.4,-45.9,-10.9,3.7,-86.2,58.3,147.7,203.7,329.0,-83.1,77.5,255.1,363.9,477.0,
714,-93.6,-90.0,-103.4,-141.3,-131.8,-106.7,-50.6,-91.1,-63.0,34.8,-66.5,43.3,90.8,165.9,281.9,-99.7,-7.8,170.9,327.8,468.9,
715,-110.1,-91.5,-106.7,-104.6,-128.5,-84.1,-87.9,-98.1,-79.2,58.1,-48.4,31.2,61.8,149.2,240.9,-96.8,-46.2,132.5,309.6,460.0,
716,-62.6,-56.5,-72.8,-43.6,-85.8,-82.8,-86.2,-25.8,-20.3,65.1,-33.6,25.1,91.2,176.4,212.5,-52.9,13.2,189.8,328.8,449.4,
717,-69.0,-58.3,-96.6,-24.7,-87.8,-94.9,-95.2,-39.1,-13.0,49.4,-74.3,13.3,105.1,140.7,208.9,-49.9,18.3,204.4,315.3,400.8,
718,-126.7,-95.2,-175.3,-45.8,-132.4,-119.6,-114.3,-134.1,-54.8,12.1,-167.7,-4.0,104.3,45.2,228.8,-85.7,-28.5,178.4,270.7,316.0,
719,-123.6,-99.6,-140.0,-66.8,-134.4,-103.3,-125.4,-108.2,-41.3,28.9,-161.7,2.4,102.7,59.3,223.8,-73.9,-9.1,152.7,230.4,272.2,
720,-95.3,-90.6,-57.7,-87.6,-118.8,-70.1,-133.1,-32.5,-5.1,68.1,-114.6,18.4,100.8,118.7,208.4,-42.4,37.7,127.2,191.8,245.4,
721,-125.9,-117.4,-123.9,-137.7,-138.2,-110.8,-168.7,-147.3,-74.0,9.1,-104.4,-51.2,62.3,39.6,152.3,-96.3,-21.2,114.6,166.4,223.1,
722,-156.3,-144.4,-189.4,-184.5,-158.2,-156.6,-194.0,-258.9,-142.5,-48.1,-103.4,-119.3,25.5,-42.6,95.4,-151.9,-83.5,102.5,141.9,208.3,
723,-141.5,-146.0,-137.5,-183.5,-156.0,-185.7,-121.1,-203.8,-127.3,-19.2,-144.0,-110.3,28.6,-43.2,63.1,-156.2,-91.3,82.9,114.1,246.2,
724,-117.4,-122.7,-103.8,-143.3,-133.1,-185.5,-58.1,-144.0,-98.7,-0.3,-138.9,-81.5,44.6,-6.3,70.5,-142.2,-57.5,95.7,124.3,272.8,
725,-74.7,-49.4,-106.8,-24.2,-68.3,-126.6,-15.4,-74.8,-42.8,-1.7,-41.6,-12.7,86.6,106.4,157.9,-91.2,60.0,173.8,211.0,276.3,
726,-57.9,-29.1,-102.7,-14.7,-54.2,-83.4,-17.7,-25.4,-45.8,8.6,-14.7,11.9,114.0,116.5,173.0,-78.5,87.4,183.3,214.2,246.5,
727,-62.0,-51.6,-93.0,-94.0,-81.1,-53.1,-56.6,8.0,-96.6,28.3,-44.7,0.6,129.4,43.5,129.6,-96.6,41.6,137.3,149.7,189.8,
728,-112.1,-126.5,-174.4,-188.0,-124.2,-96.7,-78.5,-53.3,-105.8,-28.8,-116.0,-32.8,51.9,-17.0,59.2,-118.2,6.1,58.0,91.1,152.7,
729,-174.2,-214.5,-279.8,-283.6,-171.6,-160.9,-96.1,-139.9,-103.4,-106.8,-197.6,-72.4,-50.5,-72.3,-18.2,-141.0,-27.2,-29.7,34.8,121.1,
730,-162.9,-176.4,-241.5,-184.3,-191.7,-209.7,-150.9,-121.8,-113.0,-110.5,-179.1,-122.3,-50.2,0.1,-44.9,-176.7,-99.6,-33.0,22.1,82.6,
731,-138.5,-141.6,-209.1,-116.3,-194.5,-230.3,-175.7,-116.8,-114.0,-102.0,-161.6,-158.5,-42.4,58.0,-48.1,-196.0,-142.1,-21.5,21.2,59.5,
732,-75.5,-116.6,-194.1,-140.5,-145.9,-168.0,-111.8,-150.1,-89.7,-57.4,-147.7,-154.5,-12.6,72.7,17.6,-166.8,-96.0,33.7,55.1,81.6,
733,-69.4,-119.1,-172.4,-148.7,-109.2,-156.9,-79.7,-130.7,-81.6,-35.4,-145.7,-129.7,12.9,75.0,44.4,-139.8,-49.2,55.5,91.8,89.9,
734,-120.3,-149.4,-143.8,-141.0,-84.4,-197.0,-79.2,-58.5,-89.5,-35.9,-155.6,-83.8,33.9,64.9,32.1,-115.0,-1.7,43.9,131.6,84.3,
735,-69.8,-53.2,-71.8,-89.9,-27.0,-101.9,-36.2,-8.7,-42.7,44.9,-60.1,27.8,64.2,125.8,102.2,-76.0,54.0,124.7,211.8,159.3,
736,12.3,81.6,13.1,-25.6,39.7,35.3,19.5,32.7,21.2,149.9,67.2,158.4,96.2,207.6,197.5,-33.1,110.5,233.7,302.5,259.1,
737,-51.1,-37.5,-9.1,-48.6,-20.3,-31.4,-25.7,-26.5,13.8,42.5,-47.5,74.9,14.6,87.4,142.6,-59.4,16.4,163.6,165.8,225.2,
738,-106.7,-134.8,-56.1,-75.6,-97.8,-97.5,-85.6,-82.0,-35.0,-63.2,-131.4,-13.4,-51.8,-18.9,89.1,-101.8,-77.1,87.2,59.2,166.1,
739,-142.5,-174.9,-167.6,-113.2,-221.4,-162.2,-183.8,-128.4,-191.7,-164.5,-135.0,-114.1,-78.5,-88.8,39.0,-186.3,-169.1,-5.8,31.1,41.2,
740,-140.4,-160.8,-186.7,-119.2,-233.7,-154.6,-213.8,-138.5,-181.6,-167.5,-130.3,-94.1,-71.1,-87.8,-8.3,-204.1,-154.7,-35.8,43.8,42.4,
741,-107.1,-102.3,-129.9,-99.4,-154.9,-87.9,-187.9,-118.9,-34.6,-90.1,-118.8,24.8,-35.8,-28.6,-53.2,-167.3,-53.0,-14.2,89.9,146.9,
742,-101.0,-68.1,-96.3,-147.0,-112.5,-66.7,-131.8,-112.5,16.8,-52.3,-94.8,21.1,14.6,40.4,63.7,-113.9,-18.6,-50.3,136.1,197.8,
743,-109.3,-52.7,-78.8,-196.7,-84.1,-63.0,-82.8,-118.8,31.5,-32.4,-77.1,-19.7,49.5,91.7,183.6,-72.7,-8.8,-91.3,167.4,216.3,
744,-186.0,-145.1,-149.7,-153.0,-107.5,-122.1,-139.8,-204.7,-85.7,-88.1,-129.2,-152.5,-63.0,-12.8,63.0,-153.6,-82.6,-76.2,80.3,67.3,
745,-245.7,-219.7,-237.1,-162.2,-165.0,-171.1,-173.7,-248.9,-176.7,-133.7,-220.4,-218.6,-128.8,-120.4,-47.7,-214.5,-164.6,-110.3,-15.1,-17.2,
746,-280.3,-268.2,-348.9,-249.2,-273.0,-205.3,-173.5,-231.3,-229.0,-164.3,-369.3,-186.2,-125.7,-232.4,-143.8,-245.9,-258.6,-216.8,-122.7,-6.6,
747,-216.1,-213.4,-272.9,-193.8,-211.1,-190.3,-154.2,-155.0,-201.9,-103.6,-292.3,-111.8,-94.8,-143.0,-102.0,-200.9,-200.2,-172.7,-97.8,69.2,
748,-110.1,-115.1,-117.8,-78.4,-77.6,-154.8,-127.1,-54.2,-141.4,-5.1,-120.4,-19.9,-52.2,31.5,-2.0,-123.5,-77.1,-64.5,-16.4,172.1,
749,-76.8,-105.4,-92.4,-78.8,-98.0,-161.4,-166.5,-77.2,-166.9,-76.5,-168.6,-1.1,-31.6,86.6,-10.6,-87.7,-6.7,5.5,58.7,137.5,
