500,43.1,841.3,1773.0,2660.0,3416.2,14.2,3458.5,7190.1,10849.4,14510.9,22.5,75.0,95.7,83.5,95.3,37.8,4389.3,9065.5,13648.3,18112.0
501,57.3,827.7,1693.9,2527.1,3265.4,66.2,3613.8,7472.8,11313.9,15150.5,20.0,56.3,111.2,105.5,136.4,49.4,4493.8,9274.3,13964.4,18579.3
502,71.4,814.1,1614.7,2394.2,3114.6,118.2,3769.0,7755.5,11778.4,15790.0,17.6,37.6,126.8,127.5,177.5,61.1,4598.4,9483.2,14280.5,19046.6
503,51.2,778.1,1535.3,2285.6,2961.5,95.1,3951.9,8140.4,12378.8,16611.1,25.0,49.5,105.6,137.2,156.2,42.4,4745.4,9820.8,14779.0,19680.1
504,23.3,737.0,1455.9,2182.5,2807.8,55.0,4141.2,8548.6,13010.2,17473.5,34.6,68.4,76.0,144.1,120.7,16.9,4902.0,10187.8,15319.0,20351.3
505,9.0,695.9,1375.4,2079.1,2668.7,25.3,4329.4,8948.5,13633.2,18307.2,34.0,71.9,52.7,134.9,106.8,2.0,5061.5,10520.2,15818.3,21014.7
506,14.8,654.8,1293.5,1975.2,2551.0,10.9,4515.9,9336.2,14244.0,19099.2,18.4,52.9,38.6,102.1,124.6,2.7,5225.2,10802.0,16258.0,21666.3
507,20.6,613.7,1211.5,1871.4,2433.2,-3.4,4702.4,9723.9,14854.6,19891.0,2.7,34.0,24.5,69.3,142.4,3.4,5388.8,11083.9,16697.8,22317.8
508,20.7,587.0,1134.2,1760.8,2244.5,2.0,4870.9,10096.5,15336.0,20583.8,6.3,32.5,40.6,66.1,153.4,7.9,5520.4,11387.7,17127.6,22842.2
509,20.9,560.3,1057.0,1650.1,2055.8,7.4,5039.4,10469.2,15817.4,21276.7,9.9,31.0,56.6,63.0,164.5,12.4,5651.9,11691.6,17557.4,23366.7
510,28.3,519.2,989.7,1535.1,1897.2,28.6,5184.0,10750.2,16234.4,21798.7,13.7,44.7,73.1,87.4,162.6,20.7,5772.9,11893.2,17876.6,23744.5
511,40.6,468.4,929.1,1417.1,1758.5,60.1,5312.6,10970.7,16608.9,22207.6,17.6,68.4,89.9,130.0,152.3,31.5,5886.9,12027.2,18122.5,24025.2
512,49.7,421.0,863.1,1299.3,1617.0,80.9,5428.9,11187.5,16964.7,22618.9,24.1,86.0,101.9,163.4,137.7,39.2,5977.2,12161.3,18347.4,24290.6
513,47.1,386.4,776.5,1181.9,1464.6,60.7,5497.6,11390.3,17249.0,23039.5,40.4,80.3,95.3,161.4,107.1,35.1,5977.0,12295.7,18491.7,24497.4
514,44.4,351.8,690.0,1064.6,1312.3,40.4,5566.3,11593.2,17533.2,23460.1,56.7,74.5,88.8,159.3,76.4,31.1,5976.9,12430.1,18636.0,24704.2
515,51.9,309.0,620.7,957.5,1197.4,22.2,5679.2,11786.2,17828.4,23889.6,45.7,76.1,103.3,144.8,109.8,42.2,6063.2,12570.9,18862.7,25017.2
516,61.6,264.4,555.1,852.7,1090.9,4.5,5801.8,11976.9,18125.9,24321.1,28.5,79.4,122.4,127.5,157.4,56.7,6168.6,12713.0,19107.6,25353.8
